Company Name,IDBB,CRI Company ID,Exchange Country,Domicile Country,Bloomberg Industry Code,Bloomberg Industry,Dec-19,Jan-20,Feb-20,Mar-20,Apr-20,May-20,Jun-20,Jul-20,Aug-20,Sep-20,Oct-20,Nov-20,Dec-20
Cia Paranaense de Energia,158667,90303,Brazil,Brazil,10014,Utilities,7.642665777,8.332534965,8.710209889,9.20638586,10.03304886,10.69414963,11.21544475,10.18437877,9.038489733,7.786730313,6.916330352,6.189977283,5.485315093
Cia de Tecidos do Norte de Minas - Coteminas,158668,90304,Brazil,Brazil,10004,Consumer Cyclical,161.1215173,180.9797793,186.8439176,200.6647397,221.5493315,250.5891895,283.140272,252.4076499,223.9886735,198.0374299,190.2743427,183.1540046,176.0358672
Financeira Alfa SA-Credito Financiamento e Investimentos,158675,90311,Brazil,Brazil,10008,Financial,23.46451309,34.78581219,45.51304317,69.90385611,113.6821751,176.2004155,254.9356828,208.5498622,168.3910668,129.3345907,121.2154334,115.5147124,110.7635633
Cia Tecidos Santanense,158683,90317,Brazil,Brazil,10004,Consumer Cyclical,53.11375239,64.05052683,74.85831619,87.57131093,102.3281742,121.7003748,140.0155374,126.9907115,117.3211666,106.5306863,105.0893369,103.3975866,101.9034064
Karsten SA,158684,90318,Brazil,Brazil,10004,Consumer Cyclical,320.3330346,50.62204333,58.68619435,68.368715,79.58945631,98.50551213,123.8055219,111.5059243,100.753474,91.58607403,87.06307029,83.64168313,83.80661114
Elekeiroz SA,158694,90322,Brazil,Brazil,10002,Basic Materials,41.84153701,26.35337188,32.857961,40.46694525,40.92739737,45.29504183,49.82307381,50.65786551,46.36405046,42.26607956,40.44897245,38.8570479,38.12644421
Guararapes Confeccoes SA,158704,90329,Brazil,Brazil,10004,Consumer Cyclical,11.65759004,13.67867335,14.67950226,17.01910022,20.44548829,24.64088105,28.26779141,25.33662763,23.14963133,20.87553577,20.2166455,19.46594167,18.83793935
Consorcio Alfa de Administracao SA,158708,90332,Brazil,Brazil,10008,Financial,15.0584131,44.57905169,62.56647736,85.40634979,129.6995499,208.653742,313.8152399,245.2652402,197.6975851,158.1645493,147.9365438,134.3946144,123.2383527
Whirlpool SA,158715,90339,Brazil,Brazil,10004,Consumer Cyclical,5.867523604,7.57405239,11.08781866,16.59932036,24.95866467,34.56285751,41.29538764,34.34323798,28.66856998,26.54910903,29.71072179,33.96806779,32.71801078
Gerdau SA,158720,90344,Brazil,Brazil,10002,Basic Materials,8.638919254,9.673858964,9.408220504,8.71575338,6.576431469,5.179072306,3.778756197,2.387966251,1.264122589,0.618730684,0.282880774,0.118280471,0.04471166
Cyrela Brazil Realty SA Empreendimentos e Participacoes,158725,90347,Brazil,Brazil,10008,Financial,1.17522318,1.815878729,2.393645438,3.314181702,5.166330405,8.392322508,12.62881765,10.00858377,7.90698997,6.121397675,5.553224835,5.073323272,4.709542073
Dohler SA Comercio e Industria,158735,90355,Brazil,Brazil,10004,Consumer Cyclical,5.599327575,6.98202274,7.840899078,8.64342157,9.583276054,11.2864498,12.81934321,11.73070054,10.69820385,9.507077284,9.236626591,9.005820471,8.767397357
Cia Hering,158736,90356,Brazil,Brazil,10004,Consumer Cyclical,0.856334903,1.02813181,1.117903093,1.220386332,1.30635327,1.450634984,1.592283104,1.383292168,1.199393444,1.02976498,0.973699065,0.930660597,0.890171649
Raia Drogasil SA,158741,90361,Brazil,Brazil,10004,Consumer Cyclical,8.911044774,13.55145564,18.16714812,23.97610201,29.15824251,36.32815912,43.19351907,41.08470044,38.8411698,36.86948712,36.58302998,37.75416878,39.36791429
Mundial SA Produtos de Consumo,158744,90363,Brazil,Brazil,10011,Industrial,140.1567397,145.8797069,177.0197806,202.855968,206.4808282,232.6585076,249.9216394,252.7157847,246.4243351,231.3061115,231.5158174,231.9759034,233.5331038
Electro Aco Altona SA,158747,90366,Brazil,Brazil,10011,Industrial,75.11343187,94.25445019,112.0805663,124.215801,128.3886912,139.7691123,153.4062896,159.9884419,156.0852762,141.6941572,137.4321053,132.4913821,127.4105806
Embraer SA,158756,90372,Brazil,Brazil,10011,Industrial,110.5612312,102.8806148,108.0130745,115.2767887,115.8602618,119.018663,125.948439,125.6390823,121.0423736,114.4786293,113.1537138,113.1684695,115.1950995
Eternit SA,158765,90379,Brazil,Brazil,10011,Industrial,88.38468837,204.9477988,256.8182277,260.2580435,244.7467912,272.8374104,298.7038284,318.6655795,307.7911708,293.7107674,287.6693246,312.8617947,331.0642474
Eucatex SA Industria e Comercio,158766,90380,Brazil,Brazil,10011,Industrial,37.46795828,37.77767018,56.71894406,99.23098004,152.7135928,200.9428422,255.4453647,241.5530982,141.1009515,103.1863566,148.1595898,283.2545865,261.3811384
Cia Ferro Ligas da Bahia - FERBASA,158771,90385,Brazil,Brazil,10002,Basic Materials,4.215950884,5.540709925,6.935544616,8.221062488,8.009391509,8.730961412,9.321597214,9.287031127,8.539506154,7.916501206,7.767445053,7.805998499,7.986841918
Haga SA Industria e Comercio,158772,90386,Brazil,Brazil,10011,Industrial,36.85987923,45.67078714,49.46467131,55.20785976,58.77429985,63.51139102,66.900276,64.70499983,60.01177897,56.87451932,54.69302769,54.02226462,52.99337507
Cia de Fiacao e Tecidos Cedro e Cachoeira,158783,90394,Brazil,Brazil,10004,Consumer Cyclical,150.117843,175.9568056,189.1635865,225.077624,271.6618841,318.335479,359.7204238,317.7877862,288.1511148,258.4831918,250.3834549,243.2908551,235.381865
Taurus Armas SA,158790,90400,Brazil,Brazil,10011,Industrial,93.90573047,111.7227612,156.3833019,185.6794009,218.6828922,254.2644308,300.5592208,311.5116414,329.7172703,320.680981,340.6285064,332.5177616,330.5728305
Fras-Le SA,158791,90401,Brazil,Brazil,10004,Consumer Cyclical,4.857243237,6.011458427,6.382883394,7.200800343,8.333341738,9.707701299,11.03607902,9.988503631,9.097594812,8.362732628,8.273686028,8.098805263,7.814963056
IGB ELETRONICA SA,158800,90410,Brazil,Brazil,10004,Consumer Cyclical,321.936059,458.3307978,602.1528179,737.1470105,883.4457424,1061.006919,1213.418645,1136.464605,1067.493662,1006.385927,1013.843475,1034.130269,1033.372473
Grazziotin SA,158803,90413,Brazil,Brazil,10004,Consumer Cyclical,1.555515709,1.919811092,2.156177496,2.439342994,2.7773971,3.262650853,3.801816883,3.497364346,3.207722917,2.918604183,2.859048253,2.733254667,2.66153841
Hoteis Othon SA,158809,90417,Brazil,Brazil,10004,Consumer Cyclical,529.6436157,620.3883031,711.0421612,784.5216255,865.7565113,1017.841083,1162.946302,1054.545715,948.0308539,852.4437902,831.1000008,805.4688098,782.977507
Klabin SA,158826,90428,Brazil,Brazil,10011,Industrial,15.0688887,14.72244059,15.57189834,16.82611135,17.00767373,17.76151418,18.65469998,18.29024995,17.14144397,15.99369115,15.8341281,15.70700864,15.41219193
Textil Renauxview SA,158830,90432,Brazil,Brazil,10004,Consumer Cyclical,220.6641983,261.5537525,264.7603286,302.6040012,359.0744864,437.1440567,505.3012494,475.9289053,424.9252201,373.0468103,360.1653917,347.3852101,339.4525748
Industrias J B Duarte SA,158831,90433,Brazil,Brazil,10005,Consumer Non-Cyclical,224.1414103,590.9825867,1085.690014,1792.316338,2692.979802,3501.521696,4162.934424,3842.357219,3453.223264,2963.099434,2606.772433,2261.808667,1999.266417
Industrias Romi SA,158832,90434,Brazil,Brazil,10011,Industrial,13.48511919,16.25563637,18.36408486,20.69674281,22.14704395,25.01369333,27.26397071,27.27830979,25.84383433,24.32932467,24.31633514,24.33995077,24.52107518
Inepar SA Industria e Construcoes,158834,90436,Brazil,Brazil,10011,Industrial,813.0889876,819.3370584,830.470789,798.5933822,755.4675308,764.2657711,760.9254473,758.3969987,707.6093654,671.254078,636.9239312,641.9096439,650.9602239
Itausa - Investimentos Itau SA,158838,90439,Brazil,Brazil,10008,Financial,0.026293196,0.04659522,0.071954148,0.106873779,0.171702939,0.270675943,0.400824252,0.325661902,0.259040993,0.203275662,0.186381921,0.173900357,0.167092144
Joao Fortes Engenharia SA,158844,90445,Brazil,Brazil,10008,Financial,58.78845438,90.14410165,126.0945127,166.6040606,231.8079187,347.6672614,504.092024,406.1071098,325.5929263,259.1327275,238.482002,222.1218998,201.9607184
Joaquim Oliveira SA Participacoes,158845,90446,Brazil,Brazil,10005,Consumer Non-Cyclical,43.85314603,24.0332754,27.48245011,31.26285501,42.32958617,56.6618607,73.37549065,58.30713976,48.58880615,39.50533519,36.22501315,33.7910071,31.74071021
Kepler Weber SA,158847,90447,Brazil,Brazil,10004,Consumer Cyclical,2.153878541,2.84743768,3.571069886,4.312235399,5.268340141,6.597523026,8.075327772,7.646119347,7.225736227,6.741831575,6.817382257,6.883559931,6.89131468
Jereissati Participacoes SA,158849,90449,Brazil,Brazil,10008,Financial,0.776476533,1.063378573,1.325365052,1.756805978,2.529759286,3.778693146,5.259118711,3.910998108,2.932518966,2.219642348,1.929622088,1.723604888,1.554258797
Lojas Americanas SA,158858,90457,Brazil,Brazil,10004,Consumer Cyclical,10.93640173,13.19456694,15.0765744,17.79162446,21.13938327,25.46295042,29.51062608,26.78452198,24.35516123,21.93209342,21.4031906,21.01342172,20.77923913
Lojas Renner SA,158861,90460,Brazil,Brazil,10004,Consumer Cyclical,2.259279447,2.797318535,3.195423302,3.800794687,4.415244061,5.115999082,5.777710676,5.178215563,4.690236685,4.240077236,4.116342391,4.005095274,3.925884769
Mangels Industrial SA,158869,90465,Brazil,Brazil,10002,Basic Materials,73.06929892,101.4074152,122.6862876,156.8151653,161.7117023,186.1799442,202.3707986,204.0719386,186.3759861,168.0540567,161.4523334,155.7043286,148.8539547
Marcopolo SA,158873,90469,Brazil,Brazil,10004,Consumer Cyclical,6.296952772,7.523141502,7.083380452,7.546907309,7.815791936,8.760219938,9.585586072,8.343323406,7.399945494,6.539573923,6.169799652,5.789043805,5.428151456
Mendes Junior Engenharia SA,158880,90475,Brazil,Brazil,10011,Industrial,261.0016493,173.9638477,189.3198874,183.3982535,180.658283,198.557335,221.8806239,218.9700503,185.4118194,175.2817382,162.1725495,153.0735859,150.6748022
Mercantil do Brasil Financeira SA CFI,158882,90477,Brazil,Brazil,10008,Financial,5.066206269,3.056405896,4.508553618,6.60961345,10.78435197,17.92457018,27.66531374,21.86138578,17.19064861,13.50333127,12.02123314,10.87879095,10.05088554
Mahle-Metal Leve SA,158885,90479,Brazil,Brazil,10004,Consumer Cyclical,2.07183725,2.359710323,2.589707982,3.121681938,3.820366992,4.848266388,5.795092901,5.379722615,4.870006972,4.30440834,4.097451621,3.940759735,3.852131091
Metalgrafica Iguacu SA,158887,90481,Brazil,Brazil,10011,Industrial,170.0931895,139.5166493,145.9618067,151.2361156,149.8263026,159.1329388,166.6771665,160.9741164,153.0344338,145.7317761,145.1455114,147.5163732,147.6405143
Schulz SA,158889,90483,Brazil,Brazil,10011,Industrial,6.227997558,5.364954076,4.527389162,4.340188562,3.865668682,3.516290741,3.206057909,2.779696913,2.29488003,2.020481884,1.755401257,1.58031058,1.465122369
Metalurgica Gerdau SA,158890,90484,Brazil,Brazil,10002,Basic Materials,22.33778637,26.54618591,27.54045228,27.38359463,22.47969492,19.86743088,16.43482661,12.02385372,7.57919827,4.57193594,2.795258135,1.565351372,0.82692045
Metisa Metalurgica Timboense SA,158894,90487,Brazil,Brazil,10002,Basic Materials,49.60150683,69.66906505,80.81631989,93.50183748,89.12128621,96.49928298,102.8396988,99.65278438,88.8364603,78.94636962,75.03474137,72.91916138,71.56627169
Minupar Participacoes SA,158898,90490,Brazil,Brazil,10005,Consumer Non-Cyclical,280.7611555,434.5465261,566.7547756,560.5636549,630.508996,849.3731063,1134.45816,974.6473773,843.7806486,718.1481085,666.5621616,622.8840811,577.0211054
Monteiro Aranha SA,158903,90492,Brazil,Brazil,10006,Diversified,0.372010405,0.275359002,0.332806246,0.690356334,0.87932509,2.755589772,3.793117078,9.640320761,9.089856988,16.89473208,14.08091719,26.96740787,23.75194209
Nordon Industrias Metalurgicas SA,158916,90503,Brazil,Brazil,10011,Industrial,446.967055,457.5398324,503.3619116,549.1089266,544.4937093,569.942851,572.5389607,543.3952832,515.6021358,465.1416222,453.0191032,443.6230088,439.1573441
Plascar Participacoes Industriais SA,158925,90509,Brazil,Brazil,10004,Consumer Cyclical,492.0869904,779.3042344,927.3016398,1111.886888,1244.846795,1509.858696,1689.840886,1544.528209,1427.072764,1305.293841,1261.251617,1218.214669,1176.320354
Panatlantica SA,158927,90511,Brazil,Brazil,10002,Basic Materials,27.38675124,36.12091161,42.24295449,49.56985713,49.89296862,55.76644315,60.51799581,59.66866467,54.85319024,50.13932127,48.5334427,46.91792346,46.91739051
Dimed SA Distribuidora da Medicamentos,158928,90512,Brazil,Brazil,10004,Consumer Cyclical,6.6728504,9.030648113,9.876532281,11.54499638,13.82558267,16.30394749,18.36724497,16.61297973,15.06459743,13.5477049,12.86900133,12.48494537,12.01526207
Paranapanema SA,158930,90514,Brazil,Brazil,10002,Basic Materials,74.82800634,97.03846845,108.2482766,124.3852119,120.8890022,134.6102342,146.9463134,148.2355338,134.2610208,120.7876512,115.7409014,112.8081109,112.3772407
Randon SA Implementos e Participacoes,158962,90533,Brazil,Brazil,10004,Consumer Cyclical,7.393498538,7.161763156,5.716582556,4.255294445,2.769649866,1.562813235,0.70183058,0.195322423,0.053060122,0.016471137,0.004828337,0.001104025,0.000184597
Alfa Holdings SA,158963,90534,Brazil,Brazil,10008,Financial,0.362164766,0.808284989,1.53820393,2.655259018,4.516439378,8.639464859,12.42823786,9.237833729,7.443912733,5.980226671,5.354390788,4.617029064,4.686294138
Recrusul SA,158965,90535,Brazil,Brazil,10011,Industrial,42.59390788,70.92654569,97.45815511,128.2541765,123.3340401,132.3978438,139.9125588,143.0890795,133.3733558,124.021314,124.0603536,131.8591072,128.2804897
Refinaria de Petroleos de Manguinhos SA,158966,90536,Brazil,Brazil,10007,Energy,324.7110515,418.1344909,487.5879891,599.6737616,472.9198282,412.1196256,364.5539271,416.4829647,467.0434539,533.1097268,595.7618874,649.0926738,713.1721957
Saraiva SA Livreiros Editores,158986,90549,Brazil,Brazil,10004,Consumer Cyclical,208.8935367,396.5703006,611.8898406,690.3494095,847.0511981,1237.2153,1656.315514,1638.550787,1537.060943,1417.275575,1455.57809,1528.632472,1561.623603
Banco do Brasil SA,159760,90706,Brazil,Brazil,10008,Financial,32.86737045,50.78596452,65.36329409,86.82302884,130.1713769,200.3060846,288.5073195,225.5443176,178.7739384,141.8609736,129.329252,117.9290401,109.8616437
Cia de Participacoes Alianca da Bahia,1706097,90887,Brazil,Brazil,10006,Diversified,6.175881499,7.096511849,8.918876933,11.08540001,14.32780935,18.86426524,23.8825708,24.10276516,23.22282626,22.51917827,22.36246421,22.74647831,22.66321874
Advanced Digital Health Medicina Preventiva SA,17203151,90905,Brazil,Brazil,10013,Technology,48.07221295,145.238825,330.1267667,605.7078881,1757.888502,3322.709804,3629.490099,744.2570532,198.9852689,70.98945697,53.20654994,43.37471528,39.00949271
Sondotecnica Engenharia de Solo SA,173005,90911,Brazil,Brazil,10011,Industrial,5.490294584,22.29979292,25.25077647,27.921056,28.98895789,31.62044003,33.78816684,34.27646902,32.91713675,30.95661101,30.62668184,30.32510168,29.86947055
Springer SA,173006,90912,Brazil,Brazil,10004,Consumer Cyclical,7.168080106,25.24618966,29.54884693,33.6359619,38.56495986,45.64133103,52.75487101,47.66574931,43.44418922,39.15597669,38.23332048,37.03253347,36.12244679
WLM Participacoes E Comercio De Maquinas E Veiculos SA,173012,90918,Brazil,Brazil,10004,Consumer Cyclical,4.443064924,5.792174631,6.771453365,7.441240331,9.196887014,11.18628451,13.57038473,12.4452247,11.55903895,10.75014465,10.84112148,10.58302284,10.34412656
Tecnosolo Engenharia SA,173017,90922,Brazil,Brazil,10002,Basic Materials,253.7160569,320.030667,374.8143291,469.11278,515.2812945,640.8827814,746.2510836,793.0520612,752.299198,708.5103334,711.236962,712.2832849,712.5821172
Teka-Tecelagem Kuehnrich SA,173019,90924,Brazil,Brazil,10004,Consumer Cyclical,1620.401811,1914.027883,2182.474344,2726.809108,3327.413121,4136.269261,5040.894858,5204.684401,5369.548621,5268.117602,5164.865701,4978.480701,4761.095467
Tekno SA Industria e Comercio,173020,90925,Brazil,Brazil,10011,Industrial,11.73369651,22.15329554,25.37504398,27.82097591,29.04645867,31.57832877,33.86677713,34.28024722,33.07724657,30.71614468,30.5675476,30.16970603,29.86216531
Oi SA,173027,90931,Brazil,Brazil,10003,Communications,613.2672156,425.9455723,441.9688648,459.2410337,358.0371167,301.4927769,258.0103218,259.1984917,240.6832366,235.7929127,258.2039384,269.6711269,290.5292795
Cristal Pigmentos do Brasil SA,173030,90934,Brazil,Brazil,10002,Basic Materials,2.129692666,2.503684617,2.995973802,3.574920764,3.45096689,3.677325017,3.779288585,3.632519121,3.153510138,2.828530409,2.69053961,2.569455229,2.536056904
Trevisa Investimentos SA,173035,90937,Brazil,Brazil,10011,Industrial,36.94666293,45.29477892,48.48638316,52.7959609,53.99049367,58.3259922,62.70775192,62.21823967,58.60874401,53.33516969,51.85645552,50.87799184,50.49104708
Tupy SA,173040,90942,Brazil,Brazil,10004,Consumer Cyclical,8.101093052,8.878992311,9.772407304,11.49155777,13.87796547,17.2232222,20.46141244,18.8469894,17.47020389,15.88163875,15.75282129,15.54482686,15.21426427
Unipar Carbocloro SA,173044,90943,Brazil,Brazil,10002,Basic Materials,6.692449671,6.697347902,6.27024158,6.041271447,4.807767329,4.157645887,3.502602035,2.682911677,1.872477713,1.25282708,0.878279847,0.610306727,0.421811617
Vulcabras Azaleia SA,173054,90952,Brazil,Brazil,10004,Consumer Cyclical,1.618506503,1.69376042,1.697489276,1.718176963,1.731544461,1.755226175,1.707698179,1.319401839,1.020329948,0.770771984,0.622875899,0.498037155,0.409069333
WEG SA,173055,90953,Brazil,Brazil,10011,Industrial,0.164626726,0.170552987,0.164577026,0.165751525,0.157526038,0.156373544,0.15474808,0.143496915,0.126779459,0.109389776,0.097200599,0.087264398,0.078526479
Cia Brasileira de Distribuicao,173179,91009,Brazil,Brazil,10005,Consumer Non-Cyclical,43.86181758,49.19437705,49.49811421,47.7710755,57.76715021,74.91413417,102.2065229,91.96010164,87.37894698,75.73077378,68.57770411,59.56279725,51.21651551
Fleury SA,17321038,91023,Brazil,Brazil,10005,Consumer Non-Cyclical,2.69748667,3.23657894,3.793597492,4.420372631,6.160600712,8.514346177,11.49048262,9.425525818,8.180710752,6.812868965,6.477433657,6.163489413,5.861505624
Via Varejo SA,173401,91052,Brazil,Brazil,10004,Consumer Cyclical,56.27962899,76.83616543,92.8154889,115.2586997,143.7893574,178.7178589,216.1022908,196.1116654,179.798987,163.2174419,159.9030231,156.9259307,153.4846079
Atom Participacoes SA,173696,91095,Brazil,Brazil,10008,Financial,0.828276658,1.410515654,2.444259253,3.811084506,6.412965283,10.76351006,17.26314137,14.27075743,11.82810105,9.402672305,8.81787478,8.249498447,7.495175259
Cia de Eletricidade do Estado da Bahia,173784,91103,Brazil,Brazil,10014,Utilities,8.319524922,9.516623257,10.87607898,12.02934131,13.74532644,15.7757904,17.93010362,17.78947468,17.42366306,16.88110783,16.861318,17.07602472,17.11302678
Neoenergia SA,173928,91137,Brazil,Brazil,10014,Utilities,2.359639907,21.59387814,24.65500121,28.1917952,32.8018307,37.55318438,42.89926267,42.36943753,41.44937321,39.59685367,39.32297786,39.49133838,39.47451046
JSL SA,17428318,91145,Brazil,Brazil,10011,Industrial,27.61840676,28.6535172,31.77809772,33.34167644,33.55494708,35.597333,37.76482745,36.66251296,34.03924748,30.58919735,28.83491336,28.04005952,26.17312635
Afluente Transmissao de Energia Eletrica SA,17626510,91150,Brazil,Brazil,10014,Utilities,9.577857788,15.30607616,18.60485063,19.90396488,22.07669919,24.6046739,29.29520227,27.97809926,26.19724266,21.75949793,20.28472602,18.89867284,17.15936165
Mills Estruturas e Servicos de Engenharia SA,18004009,91160,Brazil,Brazil,10005,Consumer Non-Cyclical,11.68111144,16.33566355,21.02654169,28.25773371,43.38805152,62.14373081,85.33245862,71.74259284,60.84042142,50.34555321,46.94019779,44.49871598,41.91223696
Alper Consultoria e Corretora de Seguros SA,18572067,91164,Brazil,Brazil,10008,Financial,7.530815775,16.4981288,24.24070829,31.50226477,32.34043119,54.78052744,80.87178148,64.02704848,52.1889788,41.98625721,37.6361717,34.79065464,31.82993208
Marisa Lojas SA,19452848,91184,Brazil,Brazil,10004,Consumer Cyclical,25.6744907,35.59235162,38.61453489,47.61775946,53.99491413,59.72657017,60.7864725,46.26262471,33.67483174,22.14736088,13.81150196,7.582855291,3.356436598
Grendene SA,196686,91187,Brazil,Brazil,10004,Consumer Cyclical,0.039091057,0.073200859,0.123830414,0.206532678,0.267641266,0.327755682,0.341239973,0.27953882,0.226821813,0.189719382,0.180945325,0.177378039,0.183931058
Eletrobras Participacoes SA,197345,91218,Brazil,Brazil,10008,Financial,0.237038123,0.244851399,0.243080439,0.223391787,0.229541377,0.232246082,0.211020186,0.097086021,0.043903828,0.018663748,0.008680683,0.00392569,0.001693218
Cia Energetica do Ceara,197373,91223,Brazil,Brazil,10014,Utilities,13.2872135,13.59432373,15.62095507,17.58202282,20.11005751,23.3731121,26.71172907,26.0059014,25.24557996,23.99607019,24.02084352,23.81396055,24.06664662
Banco ABC Brasil SA,197428,91245,Brazil,Brazil,10008,Financial,9.428336998,14.44374044,18.96412594,25.94423202,40.04667095,64.75034011,99.0965844,80.55556763,64.26490795,51.76474598,47.74159668,44.27470537,41.59766423
Energisa Mato Grosso - Distribuidora de Energia SA,197651,91246,Brazil,Brazil,10014,Utilities,7.232631976,9.062285475,10.74015252,11.96834147,13.70561924,15.9492153,18.22571353,18.03024152,17.79265709,17.33403409,17.49693871,17.99225041,18.45650419
Gafisa SA,200767,91259,Brazil,Brazil,10004,Consumer Cyclical,82.46917674,116.89771,152.0545043,180.998164,213.7646081,270.4551584,315.0773976,290.756453,274.5750232,255.4189496,250.2205928,246.7772667,235.4029432
Petro Rio SA,20377295,91273,Brazil,Brazil,10007,Energy,64.18247341,80.26910121,108.0586867,140.7818116,113.2294138,96.23029485,88.0973266,110.3072048,134.8289457,156.6965076,183.3175893,211.1198529,237.7632458
Cia Energetica de Pernambuco,219050,91302,Brazil,Brazil,10014,Utilities,26.39009279,25.56755217,27.09646373,29.80742166,35.12306721,41.28832432,47.27380025,46.18268492,44.01760806,41.86495811,41.1719463,41.61801838,42.28131015
Cia de Saneamento Basico do Estado de Sao Paulo,219051,91303,Brazil,Brazil,10014,Utilities,12.50937473,14.48751607,16.46985786,18.90244105,22.13918541,25.28213655,28.96609447,28.64584687,27.72942048,26.39969295,26.04956441,25.82195055,25.8317434
Cia de Gas de Sao Paulo - COMGAS,219058,91310,Brazil,Brazil,10014,Utilities,1.228606458,1.855441187,2.342650416,3.319495448,3.942234273,5.825397506,7.060238417,7.246266085,6.579884304,6.689314008,6.25786171,6.507066847,6.179330631
Localiza Rent a Car SA,219229,91330,Brazil,Brazil,10005,Consumer Non-Cyclical,8.116293379,9.819687039,11.19082378,12.91598502,17.71938601,24.1831808,32.07683623,26.18134021,22.45868417,18.71157629,17.62998856,16.68923771,15.97266304
BRF SA,219540,91374,Brazil,Brazil,10005,Consumer Non-Cyclical,32.55809082,40.11715252,48.41279827,56.43925124,77.60403063,104.9136904,140.7068688,114.1831291,98.4139364,82.97248177,78.8613322,75.20030532,71.36685816
Rossi Residencial SA,219568,91381,Brazil,Brazil,10004,Consumer Cyclical,232.6426235,234.6042747,300.6857734,405.7048228,505.9025474,611.1396873,683.6589111,611.831176,561.8722483,521.8374664,532.3181088,532.833465,503.713608
Cia Estadual de Geracao e Transmissao de Energia Eletrica,219620,91387,Brazil,Brazil,10014,Utilities,59.62985074,15.89972621,19.0372689,22.65459859,26.45221156,31.05408361,35.91393004,35.21259182,34.38011573,32.7892356,31.915781,31.21799807,30.04701753
GPC Participacoes SA,219833,91415,Brazil,Brazil,10006,Diversified,28.1582604,31.10676015,35.20485569,38.07847522,43.17781532,48.73082899,54.15137576,45.30429176,36.25898495,27.96582776,22.32179731,17.73441905,14.11207166
EQTL Maranhao,219955,91440,Brazil,Brazil,10014,Utilities,8.047938118,21.44905978,24.56892985,28.16085298,32.7015305,37.27602705,42.61501647,42.27727367,41.50012501,39.55433516,39.49082161,39.46350928,39.63016289
EQUATORIAL PARA DISTRIBUIDORA,301344,91488,Brazil,Brazil,10014,Utilities,48.76048342,63.11767504,68.31146712,89.13341499,109.3229737,136.7893418,162.3431897,159.1247116,159.2759615,157.7585361,156.1406109,156.531559,160.9451991
Engie Brasil Energia SA,328305,91503,Brazil,Brazil,10014,Utilities,3.692479786,3.838041516,4.398396558,4.889426794,5.724967334,6.606707772,7.628023558,7.553758237,7.223075122,6.819293433,6.735751641,6.804239775,6.817740947
TIM Participacoes SA,328546,91504,Brazil,Brazil,10003,Communications,7.578751032,9.879448301,13.00455159,17.22424516,15.52660418,13.27619675,11.74959401,11.81122145,11.52567128,11.39048931,12.4346161,12.60276374,13.91720328
Telefonica Brasil SA,328559,91514,Brazil,Brazil,10003,Communications,1.962084056,2.44793994,3.675183507,5.089604192,4.816026194,4.267414507,3.744966135,3.620355577,3.423904628,3.288764856,3.571376174,3.750605596,4.176344279
EMAE-Empresa Metropolitana de Aguas e Energia SA,333032,91537,Brazil,Brazil,10014,Utilities,8.339246614,9.065918152,11.82060653,14.55676818,16.27277243,18.43542779,21.40052592,21.27943795,20.58804786,19.28055057,18.86365621,18.63112163,18.32151334
Elektro Redes SA,333146,91590,Brazil,Brazil,10014,Utilities,36.27949179,21.47469928,24.61590843,28.2894894,32.82994517,37.47184775,42.71197745,42.38197196,41.49330205,39.59364482,39.49558935,39.45106631,39.31173281
Cia de Saneamento do Parana,359146,91616,Brazil,Brazil,10014,Utilities,9.45703013,10.17161753,11.1275761,12.33003786,14.3943604,16.68121973,19.34266009,19.11715062,18.54797051,17.57783908,17.29756715,17.18685121,17.25792918
MMX Mineracao e Metalicos SA,384150,91630,Brazil,Brazil,10002,Basic Materials,454.476852,592.3134002,703.0656725,869.4888469,954.6987248,1049.632323,1070.29796,1043.953993,996.4033361,975.2305013,979.2609966,971.2918635,939.6682668
Ambev SA,17082492,91648,Brazil,Brazil,10005,Consumer Non-Cyclical,0.902775239,1.263629753,1.66311126,2.084095934,3.093549981,4.531430704,6.399893621,5.50228542,4.932895241,4.179230982,4.054908183,3.911209854,3.930979784
Banco Santander Brasil SA,384266,91661,Brazil,Brazil,10008,Financial,7.797558908,12.24339538,16.76361809,24.09091271,37.95752141,59.92559946,88.91656526,71.24912404,56.38491691,44.54463707,40.7221765,37.59515513,35.00564339
Cia de Transmissao de Energia Eletrica Paulista,384504,91699,Brazil,Brazil,10014,Utilities,2.640874216,3.260098601,3.100088594,3.793849764,3.981271229,4.648274442,5.109271567,5.123461,4.841908436,4.590585607,4.492979702,4.526807926,4.60264541
Rio Paranapanema Energia SA,384506,91701,Brazil,Brazil,10014,Utilities,3.243339394,3.503765233,3.797864957,4.270099171,4.88557826,5.702220078,6.629378877,6.680236274,6.521260172,6.280013608,6.356235787,6.480012462,6.704286757
Sao Carlos Empreendimentos e Participacoes SA,384607,91709,Brazil,Brazil,10008,Financial,1.121931108,1.859385569,2.449828594,3.392333999,5.170797655,7.994991491,11.34253126,8.802621177,6.939729934,5.460981633,5.00435255,4.568858492,4.196644058
Cia Energetica do Rio Grande do Norte,391535,91721,Brazil,Brazil,10014,Utilities,22.68936917,25.22983834,29.99238509,35.02664278,42.24258751,50.10124456,59.21810209,58.69250108,58.2592654,56.16163792,56.09281205,55.87367749,55.52910451
